TRACT,POP100,AREALAND
224001,9049,7026279
138302,8366,14178850
564504,8340,11659848
137102,8327,10155959
223802,8272,7890921
11801,8270,16301902
14805,8220,12921349
590401,7844,31528906
561200,7688,14839871
23001,7654,42755094
215500,7595,19162475
223401,7516,10644228
4400,7491,4682592
573600,7392,3060756
13700,7371,3649309
461000,7371,90954765
591700,7337,11350824
225800,7334,10683466
128900,7323,14966138
24600,7288,21553176
285600,7286,90784038
24502,7267,4461706
400500,7235,1002719
10904,7187,64439819
573702,7178,1365510
10903,7155,26600905
572200,7155,2572386
137400,7154,14223069
14503,7153,9314050
561900,7117,9619819
564600,7112,3904769
20302,7106,40451883
572100,7106,2595783
586201,7088,13339137
13200,7080,7476037
221100,7066,8254829
227000,7054,5149374
21604,7033,7299738
831400,7032,14609403
464000,7018,88807878
587900,7015,17960761
5400,6959,48467302
156200,6922,7466809
242500,6895,4536799
30402,6874,88114966
833300,6867,11368778
122400,6836,30882667
225200,6826,7914708
14000,6773,3377963
285500,6764,42223121
12604,6739,12373708
138100,6704,25826674
444000,6696,78599777
130700,6695,6488016
574000,6694,1279242
380500,6684,136382799
127500,6627,8820609
14605,6622,51805234
196100,6573,5262751
590500,6570,35675966
2003,6513,6473075
3007,6489,13903772
230602,6487,5210066
5502,6473,18237576
560400,6471,5293267
407400,6466,5817034
550300,6453,325539124
564402,6452,7634112
830200,6450,37942188
578600,6443,4524494
171400,6441,2525740
2700,6440,186477691
181200,6425,4070928
578500,6408,2538132
12002,6387,165347311
231700,6387,2762304
13900,6376,3828127
224600,6376,2503691
11209,6375,7013886
423400,6368,8638082
10803,6361,47959396
232100,6361,4463311
132100,6347,37694290
196000,6345,5490530
14809,6341,7251510
22900,6336,8924731
12904,6330,32918784
13401,6330,85520126
23102,6330,23716650
127700,6304,7459568
136800,6298,4388362
291000,6264,5704260
576100,6260,3592420
141500,6243,4931697
31401,6231,161530003
635000,6216,14545954
61500,6214,4773752
591800,6189,4174357
192000,6186,9128067
564401,6131,10402875
564501,6122,3818625
285800,6116,8322999
11214,6107,10884793
22001,6106,87738474
10200,6102,183607983
552801,6102,1027315
218001,6097,6549456
550101,6082,67860572
192200,6059,5633042
14806,6056,42373941
25800,6055,2249207
980101,6052,721205
124000,6045,82228458
24401,6043,12950210
22108,6030,9803347
10101,6027,141275889
563500,6023,5190320
573900,6018,1076098
2802,6014,40767481
231900,6010,2908557
136700,6004,4917982
124500,5997,7044259
22105,5994,10574452
6804,5985,118152582
5501,5974,33061996
25700,5971,5125175
13202,5969,7321490
215201,5947,8260201
21304,5936,62078086
3103,5933,5471575
572800,5929,2251129
456000,5914,14655868
221200,5904,5561862
550500,5900,53355383
14606,5900,11370210
630400,5900,13263074
12702,5898,11015849
231400,5895,2735079
127000,5881,15579882
211000,5875,6844722
11900,5855,26126728
268000,5853,2228479
971200,5847,30578382
403600,5818,3593367
550700,5817,2621810
285201,5812,39205723
581600,5811,4046293
634600,5805,35776828
32200,5793,5228788
167500,5790,4626536
579900,5789,7782354
11211,5776,11970130
11104,5775,12529850
11701,5768,4692199
224202,5767,2643297
332000,5764,92244357
31200,5763,11233173
552100,5760,868464
232400,5752,2540886
13400,5751,6653304
233000,5747,3758912
833800,5747,10245301
60600,5743,86209112
11213,5742,10019617
11212,5741,6691040
194000,5739,2974430
291200,5730,60123742
25200,5727,7718476
7000,5725,3296080
143500,5724,7851631
588400,5722,20974330
14810,5721,29240257
573800,5715,1822537
127100,5714,30394203
588300,5708,16101308
573400,5706,1000532
3005,5697,25970266
30100,5694,285723173
550602,5693,93041058
12901,5682,2876313
136101,5674,9265514
291104,5672,68554717
5800,5650,18528667
136500,5650,2680273
333500,5646,62216224
5201,5617,2751470
10603,5600,6042841
5900,5600,181213900
196500,5591,6091274
413402,5586,5332905
11010,5565,6239857
2104,5565,6832710
215000,5564,43323382
225500,5559,4355675
2702,5557,57282797
23101,5538,7817052
10610,5536,26366395
167000,5534,10661608
982200,5533,1987829
595100,5527,3802835
181300,5521,2610265
545800,5518,1435872
10100,5509,187317158
11406,5509,2335749
402201,5503,1866567
135100,5502,18499066
510600,5499,1381366
710300,5488,33219137
742403,5485,12887456
24501,5477,1995005
151000,5471,5320238
30702,5467,159609668
642000,5464,7586948
593001,5451,5192240
290800,5449,4473141
1905,5447,14600513
940200,5446,231510420
562400,5439,4717217
572600,5439,2244571
262500,5435,3845487
225701,5424,2655791
150300,5422,6497018
240400,5415,2609537
231500,5413,2533895
550701,5412,27910556
232200,5401,3258131
130200,5396,10661025
402700,5396,3305950
62300,5393,16865122
10302,5392,67946142
31500,5392,96404005
6200,5390,135521072
6103,5382,36373163
830801,5381,13632468
183700,5379,2702915
657200,5362,183737697
31600,5360,65979213
570400,5360,3967689
258400,5358,1950952
13300,5356,2318763
574600,5352,1732991
550702,5344,16962346
2909,5338,31068410
150000,5338,5787333
261100,5337,2823950
971300,5330,29635014
24300,5327,41067845
32000,5325,51474781
62400,5325,55597531
550900,5323,70044743
4902,5321,5192002
545600,5319,1329089
212000,5318,94534481
591900,5305,5033701
197701,5304,2324561
725000,5300,6109048
241800,5296,5098082
14504,5288,2648351
12203,5285,43011776
21700,5275,3581472
599001,5274,8863160
10810,5269,10253674
12902,5268,2512446
23500,5264,4544633
230700,5259,2518705
599100,5247,5046352
5601,5241,11423657
565200,5239,3673178
31400,5238,84736328
31900,5236,29305513
223901,5235,6344164
5301,5231,6584171
221800,5228,17026814
336000,5227,82130756
571500,5226,3124275
136300,5222,5168329
220003,5218,4760503
407000,5215,83358300
940600,5213,111422409
453000,5212,25740140
14703,5210,2465869
6701,5207,104221883
190700,5205,13220462
13100,5202,5270971
290902,5200,3875874
30600,5196,184998025
121700,5194,12859511
565001,5194,5451489
413200,5190,10591351
10306,5187,16026559
223402,5185,5145984
538500,5184,1288343
135300,5181,9568734
21903,5175,15709336
577800,5173,2084667
416200,5169,19623407
11804,5166,8399519
31301,5159,67158783
554300,5157,2529642
224002,5154,3250252
230800,5152,2620919
126300,5152,14937107
30704,5149,109819448
566900,5149,2131446
197000,5147,5321032
139400,5142,4199780
1800,5141,46642057
20200,5138,12086483
833500,5138,17634622
405300,5133,7274219
11803,5130,15516534
21901,5129,62658230
263600,5128,2649044
263700,5121,2643893
380100,5121,313277254
5700,5120,138591560
831300,5120,15004525
573501,5119,3277409
21000,5105,9883353
240802,5102,1821899
181600,5099,2685268
400600,5090,1747789
14505,5089,10231314
380200,5083,364327820
230200,5081,4461402
30302,5079,90764687
127600,5076,14880639
970800,5074,1104784843
173400,5072,2332926
455000,5072,23521422
225900,5070,5942936
551400,5061,7562083
833100,5059,23727607
171000,5056,2198565
167400,5054,2898499
226700,5052,5252842
940300,5045,25260289
11503,5044,10220879
563400,5019,2600268
161200,5005,2940397
41400,4997,107977302
597000,4997,9548771
1502,4995,3918298
262700,4992,2488620
567800,4992,2839415
550402,4987,47682801
134000,4987,5231133
583400,4987,2175603
12004,4985,17380173
224400,4985,2654726
192400,4984,5026414
412700,4983,6035035
574700,4979,1947817
167800,4978,2479568
227300,4973,3830398
338000,4972,81703984
21606,4969,4476038
231600,4966,2413492
20800,4965,189004687
712601,4961,7711305
134300,4955,6028896
585800,4955,10127280
144400,4953,6569486
30502,4945,17659702
22208,4934,2632815
50900,4928,116239848
286600,4923,2781264
655100,4917,183286106
12500,4908,2392855
21501,4906,8153360
136601,4904,3290258
61701,4900,26676892
31300,4899,183611026
833900,4899,7415236
405200,4897,3185118
171500,4896,2532463
121800,4894,9770350
21300,4891,5776437
13500,4889,3010465
241900,4879,3360692
574100,4875,1670882
232301,4874,2786609
1504,4872,2756914
10600,4868,90820033
539200,4863,1809125
121400,4862,21028627
50700,4849,8503413
564700,4849,1923171
260900,4846,2465070
13112,4839,12910903
21801,4837,5651091
2601,4832,86392291
725101,4827,6520276
573100,4820,1620515
564800,4819,6791429
258600,4814,1485651
193300,4812,3369994
197300,4810,2562138
224300,4809,2343232
222105,4807,3868374
160600,4805,2584660
14701,4801,3476917
341000,4799,91843514
14603,4798,20372836
131300,4796,34964003
285900,4792,18385335
22206,4792,9261820
10700,4788,182238840
950800,4788,190445088
832800,4783,95169474
380400,4779,182577894
14604,4775,5733918
432000,4764,282370532
538600,4758,1277524
230000,4754,2377606
404600,4751,3650301
133101,4749,738553
1700,4748,21329077
190200,4746,30750177
6301,4738,11436184
31800,4735,62144739
141400,4724,4385953
713100,4723,40603289
12900,4722,186037159
620000,4719,4248519
127300,4718,8405522
193700,4718,4654718
547100,4714,2439854
338500,4706,91297255
10300,4705,37976202
575000,4702,1572442
134400,4701,10049529
6702,4700,110270134
196800,4699,5289734
555100,4697,2461954
713700,4695,13211984
241200,4695,3398981
232500,4693,2336240
191200,4690,4312624
951400,4689,6120213
592000,4689,12758140
286200,4687,176219524
961100,4687,270561305
21802,4686,9350419
552200,4685,787600
247301,4682,6491986
832500,4674,15837945
5303,4673,4026451
1906,4673,4835848
21402,4672,52318649
584000,4670,3202363
241700,4667,2108786
32100,4663,41835429
243000,4662,3131312
552300,4656,496339
140800,4655,3355711
12700,4649,84797704
4904,4648,3960697
567300,4643,2426249
12801,4639,59903450
145600,4629,5197554
1503,4626,3468106
431000,4626,98051645
291602,4625,83463010
572700,4624,2262641
515700,4618,1208072
12705,4616,2640351
581900,4614,1735044
60301,4612,108598678
413401,4607,5142018
21603,4603,3562494
2602,4601,17684779
150700,4598,6183083
183800,4598,2680198
225600,4590,6000657
833000,4590,102876854
574800,4588,2177717
61900,4582,236237104
2502,4581,9782675
285300,4576,133881529
