TRACT,POP100,AREALAND
611026,14425,9077070
611813,13108,37839587
10210,11687,12342359
101003,11552,116961644
20804,10716,36071879
850200,9994,25764102
20100,9927,3315212
611004,8935,9722350
610300,8911,140425145
611804,8852,9421594
21004,8823,20123090
101009,8778,15710825
901900,8748,5196270
10307,8635,29901603
21301,8568,233564969
901409,8502,19048240
901602,8294,4748670
40404,8290,4756190
910202,8207,2229553
421400,8188,1925039
611810,8135,16820215
900702,8133,4370498
901412,8112,3826992
611811,8098,3164686
610503,8097,10553519
10105,8089,15269064
20106,8064,42866255
470900,7993,4389824
901212,7978,3096720
102200,7880,864915
100928,7858,19928759
100938,7835,22041462
30103,7788,25999734
30101,7719,118221428
491501,7696,2535428
901505,7669,6945620
900701,7608,2704143
611807,7561,3883532
51102,7547,16789847
910401,7543,1640983
440100,7503,6132685
901009,7488,4449112
461100,7442,6488483
611901,7388,10857396
6100,7386,3120448
10216,7379,4965835
370300,7378,7227296
51100,7350,14325641
901233,7347,15140878
300,7328,250996171
900801,7324,7271004
482601,7321,3920466
611022,7320,3956402
930401,7315,34458177
452400,7283,3623139
100409,7250,10737785
430400,7217,5708338
100819,7197,9607075
610601,7193,8876958
100509,7164,32190096
430600,7152,2631463
901231,7144,18790807
611029,7139,48971216
920100,7137,2125546
421500,7103,1829777
610504,7094,3323783
320803,7091,8685511
20500,7065,158688960
901509,7056,62346411
850301,7052,25996129
700100,7035,114287077
471100,7030,3885477
491502,7014,5789344
100403,7006,61242756
491803,7003,2855088
100934,6995,6924426
452200,6982,2319854
480901,6969,2731770
610604,6964,11621640
45424,6960,16659537
100506,6951,11231555
100919,6942,14383521
611809,6941,3301568
101300,6940,2493751
461500,6940,3184001
461700,6937,2288147
30701,6936,10016637
611020,6892,13129704
321300,6881,21864909
110108,6881,40536890
422101,6872,2438007
10304,6868,18494303
11500,6856,10292726
900904,6853,10835922
900407,6849,2037729
611803,6838,2734240
492202,6831,5746376
100507,6822,10526449
901704,6821,1787868
10205,6821,9009877
100926,6819,15447772
440503,6817,2096609
901411,6810,10259741
491301,6797,15178971
500101,6783,127380466
901223,6777,3568483
901403,6754,4977012
10305,6752,33233074
100206,6726,8344240
20312,6724,6096122
213103,6719,4343068
100209,6716,7766396
21200,6705,193588169
950102,6702,192971353
610505,6702,1988898
50206,6702,7171325
500200,6692,1954929
50801,6689,36868841
422102,6677,6665433
21602,6665,4328197
100200,6660,3207934
610800,6657,243980513
50203,6656,4402874
901011,6654,3861909
481400,6647,5565969
901209,6645,4311441
10404,6642,7650074
611209,6639,3891048
200147,6631,9671822
11000,6612,75890405
21402,6607,7705623
492100,6592,29745429
490502,6585,9763697
491201,6558,2078488
205,6558,4409039
492000,6550,23588447
611502,6550,6541179
491103,6548,1881162
901510,6546,7940775
100929,6532,7638208
100823,6508,10379556
901236,6506,5020461
461202,6502,3281253
901005,6501,5101792
431602,6485,3923342
840300,6482,16927397
101015,6480,7882787
45426,6452,4669816
70300,6450,149336629
30502,6450,67339257
422202,6444,8515615
213001,6440,23076377
611028,6439,24012316
910302,6436,2948671
10108,6426,7342764
100921,6425,3738270
421600,6409,1159764
200416,6399,8275760
440800,6397,6360909
101007,6395,6861397
46216,6385,3404903
11802,6384,12302211
40501,6360,29515594
611300,6349,1995616
452600,6347,3020968
50300,6345,241990308
901226,6345,3620147
320100,6343,328537534
901228,6336,3129353
201503,6334,5849946
71102,6333,73394704
80304,6323,29733914
45408,6311,9515123
415500,6306,3858237
481202,6301,3769102
46014,6301,2186596
610507,6297,4597936
611902,6290,2797607
20104,6276,15587127
930502,6267,88012032
100912,6247,7964559
320901,6244,16020141
10405,6241,5972581
481000,6231,1421085
610201,6225,105517631
611102,6225,4830299
900901,6221,3256082
45809,6212,1964677
100701,6209,11494304
103100,6207,1910705
610702,6207,11820187
46207,6204,6064347
45427,6203,4280128
100300,6199,4425548
481701,6196,10444899
200904,6185,14232008
420300,6184,4583954
611030,6176,3175388
31202,6175,17213282
10104,6175,2654453
200414,6170,3829382
900302,6165,3741909
10904,6163,3104552
201001,6162,14550060
30900,6162,59546370
930200,6156,428471285
820400,6155,6612632
931200,6152,37927295
400400,6141,205971479
451601,6129,949593
21010,6129,3731016
20403,6119,59075283
21012,6115,5395408
500201,6114,106764793
910402,6112,9796381
20601,6094,27681129
21505,6094,9011597
207,6088,3468385
850501,6086,186578542
100201,6078,88375118
930706,6071,41658766
45414,6068,1900910
46213,6052,1573305
611019,6045,4687671
901503,6044,81407182
32211,6041,6280451
901508,6034,8029254
20805,6033,10632844
440202,6032,3251891
480402,6028,21067724
930402,6027,33136364
30202,6024,268737893
611205,6018,2766537
900803,6016,1362160
451900,6015,2793825
100822,6011,39626705
201003,6008,5179369
900404,5996,2729242
200127,5988,5245519
31500,5984,6758258
71000,5968,354778961
32002,5960,5272008
44402,5956,3543353
611023,5954,4113974
611006,5950,6926555
202,5949,946785
101100,5948,2164587
12100,5945,11288559
321100,5938,8696305
421800,5933,2031288
201403,5932,24282211
31400,5925,4447159
44600,5918,7938147
421103,5913,4914488
20114,5913,4126169
421101,5912,2882388
100812,5908,14678538
300300,5889,4626427
30500,5886,227463929
200905,5877,5600686
320200,5870,159688540
500400,5869,256265039
451501,5868,1272842
500102,5856,87914252
100,5856,5119335
100931,5845,8610865
901232,5839,12764826
30702,5835,4517159
100700,5827,1550711
481900,5821,10521504
51002,5821,4259419
700301,5813,113031075
422302,5788,2413425
71100,5787,4362243
100505,5780,10361094
901306,5777,31939630
50303,5773,7344387
611204,5768,2186739
20407,5768,125432109
611400,5767,2046709
480502,5763,3005625
452302,5762,604489
432500,5758,3224633
100301,5756,10430499
470700,5753,3538979
502,5751,3074294
101008,5749,6632980
20309,5749,5237517
930501,5742,135632883
46020,5738,1533434
431500,5733,3823289
100302,5728,39117984
20101,5718,129470785
470500,5717,4193642
100910,5705,6551644
10303,5685,12064846
46220,5671,2194870
46217,5668,4851907
20003,5667,2640547
900410,5663,4334980
901219,5662,23676719
20200,5655,57010650
610506,5646,7486594
901221,5646,2313326
610701,5640,16122497
700200,5638,135237223
200411,5634,2441894
200151,5631,5481016
900905,5628,5061402
452801,5627,1147988
610202,5624,39949103
320804,5623,5506509
450300,5620,1745894
20201,5611,5460172
44807,5609,2081648
200149,5606,3717185
21005,5600,7474938
46015,5584,6039683
101012,5575,6169419
611005,5573,2833143
20311,5571,87457042
416000,5569,3419533
611808,5569,3106399
201602,5565,68449675
950201,5553,150004286
42801,5552,2934221
10201,5550,70100840
900403,5550,7586739
611009,5542,4464095
201502,5537,35854465
901506,5536,2090335
1700,5533,6745482
450100,5524,2037912
103200,5520,998790
45420,5520,5239997
900409,5517,2086522
101701,5507,242412
32130,5499,3069303
50304,5496,11612281
10206,5495,7577213
32132,5492,2623371
46002,5483,3778477
280300,5481,167405777
32123,5477,3846343
4900,5469,1462111
461802,5448,1612671
45434,5444,8673933
901016,5440,3049283
30102,5437,165206925
70400,5436,134198564
900804,5423,5483337
110200,5422,70976033
491601,5421,1845482
80305,5418,8170331
3500,5411,8937405
820600,5399,4999583
452700,5398,1294867
440702,5397,3480193
900203,5392,1072988
480801,5388,2325779
482301,5387,2799532
21104,5385,103368156
100924,5379,12637166
100805,5369,5720062
300100,5368,3457401
610703,5364,79476116
481106,5362,3671481
31702,5361,2344405
31201,5358,14777957
20811,5356,2440083
415401,5352,1602000
46009,5352,4098699
421002,5348,4441782
930103,5342,84147173
102804,5339,601640
