TRACT,POP100,AREALAND
15634,12357,12600831
51002,11631,57610365
40907,11593,10355482
40808,11023,73423981
40302,10574,38512675
10204,10119,16427796
11311,10069,19930363
101102,10017,13858775
50105,9689,27881741
50604,9551,53588014
30202,9411,51490970
30908,9351,8496527
40501,9212,81135288
51205,9173,21498880
11102,9154,13810882
20501,9087,26102074
101803,8928,25898340
11447,8839,23415258
11205,8762,30628929
41000,8704,49042850
51208,8644,5567345
51100,8608,238091408
40806,8601,41094665
40703,8582,35015111
51001,8497,17833158
21203,8433,22467639
51206,8405,5476312
40502,8339,188875345
21541,8296,9871190
21745,8226,5602781
20836,8194,47491815
21124,8045,4172172
19119,8008,25041367
950402,7909,62110014
21204,7891,8008281
11413,7880,18656362
101806,7834,111103218
967100,7829,64943875
101309,7817,4957352
950600,7814,33729139
1612,7797,7161028
51207,7779,4445436
11321,7726,10491125
20837,7686,45608704
40906,7682,5075926
21141,7638,3931917
80104,7632,126498018
10200,7589,18016656
10431,7568,16175678
100600,7532,30155793
15620,7522,3501056
21751,7520,5204375
61500,7461,34310833
21020,7444,65838993
102003,7422,7046272
21008,7382,17902924
19116,7366,6136766
40908,7337,3283707
40811,7302,22682011
102005,7270,12044579
8800,7232,3074799
11503,7169,65201539
102008,7152,10216340
10432,7112,19065401
30310,7110,15567390
30102,7100,204988110
10411,7099,17103368
5100,7073,10305378
70402,7060,90772216
61701,7051,36693317
20621,7036,5326074
40308,7032,5826555
1610,7016,25637582
50103,7004,140770163
975401,7003,35023695
40807,6996,47770679
4606,6982,8457615
21112,6975,5446610
30304,6975,18807370
40702,6970,131251304
21352,6969,6481323
30800,6948,172943241
60300,6945,138281968
101400,6912,18455090
60402,6890,109898295
50404,6890,28937618
40909,6889,4138119
60602,6879,89179290
101305,6862,15914304
21022,6856,5775084
80103,6840,30830298
101904,6833,107610313
15618,6801,3732283
20502,6772,37283412
42300,6743,34124564
15626,6737,3393771
101200,6719,33318235
11001,6705,18372612
51204,6696,52778875
21105,6672,7722250
950500,6660,28625909
20651,6642,4666422
50211,6641,8066590
41200,6635,21828113
10220,6618,10486450
5813,6612,8830080
102001,6596,13737371
4607,6585,8748700
21135,6576,4274788
21021,6566,9163947
11204,6563,13118806
60501,6559,38521910
61800,6559,151809926
90100,6555,49826147
975300,6512,88465210
21547,6507,14649244
40911,6495,9411818
13600,6488,4457975
50905,6483,5540018
10900,6481,23611702
100100,6470,8913565
3300,6451,7504724
41201,6451,22295436
80202,6448,37963697
19008,6432,2154206
930800,6430,238604132
950401,6422,47471371
41301,6414,7739954
60404,6391,45100301
22700,6387,8268052
20902,6365,83057296
43301,6343,55720141
5704,6341,6308953
11325,6332,7349307
19105,6311,2176555
6104,6285,17816394
200,6276,11231340
40910,6238,6593681
30309,6232,17026561
101304,6228,5981218
920501,6227,79266053
20901,6212,107926498
100400,6184,7785844
