TRACT,POP100,AREALAND
2903,8349,35423883
2901,8202,26100595
106101,8159,38417506
67000,7669,39180933
81600,7667,29659973
106102,7658,30848295
2400,7564,4105331
11200,7432,8034373
3601,7152,18588642
59000,7125,67408843
103100,7087,28893236
100100,6944,20938813
61001,6903,33976128
2802,6875,5664205
2902,6771,23374344
83001,6750,10886055
10600,6716,2321543
44200,6614,50852737
52000,6548,36089611
970600,6476,96104786
80500,6438,81869042
14202,6391,13217294
1000,6318,12561076
15200,6302,39908502
2702,6298,40232925
10900,6275,2965553
55001,6263,44433745
107200,6262,14661754
105100,6202,51265043
40000,6185,114267231
1800,6117,1504874
20000,6108,110889239
3602,6010,28850097
3500,5974,5603677
14201,5957,24930255
956000,5956,161723225
4000,5946,65655941
39000,5914,112137155
971000,5900,33601462
961603,5896,6017295
3703,5892,36505608
14302,5877,18076252
2600,5862,12226687
10802,5820,2310582
84100,5754,21425873
3400,5735,5423497
81500,5701,3893546
204,5684,9126837
11401,5682,10882328
902,5636,4740049
12202,5635,6119825
80203,5600,4114677
36000,5576,119549179
2500,5510,4328550
100200,5509,8264153
16202,5471,45507272
975200,5464,278684160
15100,5451,47906457
85002,5431,70820222
103,5418,4374309
1100,5418,4964495
12301,5392,23171007
970500,5320,99454615
10100,5310,5809805
2100,5293,1531001
971500,5258,210735173
51000,5232,67365786
58000,5229,120424461
81200,5188,13144577
32800,5182,48908325
11402,5165,4049751
12101,5157,10571387
21001,5152,96923733
971100,5120,17811037
44300,5105,18275141
83002,5105,14499259
3201,5064,15161964
966000,5052,17717755
10400,5042,3887804
21500,5015,185870026
81300,4963,3211386
104101,4932,16732426
100301,4927,12943166
32600,4917,14201989
965700,4915,111524823
960300,4885,451042672
101101,4882,13807139
107500,4878,48157323
11000,4874,5176462
44000,4872,73830962
3302,4856,11947533
56000,4855,131461497
200300,4852,20241456
38500,4850,216111474
34000,4834,89140734
102100,4820,25414477
81101,4813,7877384
975700,4806,92628168
10301,4788,3756790
54000,4739,44478180
10500,4717,1010980
3100,4707,52998689
975800,4705,29359014
17102,4699,50168292
106400,4682,10641824
961701,4672,36583019
13102,4671,20827647
100401,4659,8847341
57000,4641,72923038
3301,4590,21463686
960600,4585,132063075
65010,4556,14876756
66000,4538,35969084
100302,4519,8905571
88500,4516,153559749
43002,4499,37876778
966100,4493,16596403
60000,4490,43554707
88000,4482,85600113
84201,4471,18179266
961500,4465,104390258
106200,4464,6206635
971403,4459,16912823
975901,4438,56658239
55002,4421,30204779
10201,4410,3984456
53000,4408,30169971
11300,4399,3067445
84500,4380,24571062
84400,4360,3830202
970901,4355,64092008
3001,4350,32109467
32900,4345,3095497
10302,4322,3250382
22502,4322,136720129
31001,4249,47617141
43001,4242,33173246
69100,4240,1712106
3802,4236,22807702
86000,4230,126986476
970800,4226,98081521
960200,4214,448488897
80204,4213,5303303
3901,4205,8625603
970100,4185,251619612
1600,4185,693902
971700,4150,142430274
40502,4150,203038338
950600,4135,17842467
3701,4099,12544309
965900,4092,4016175
965802,4075,42284243
35000,4075,62222714
975100,4075,243979774
104102,4066,18024844
3801,4047,13949636
12302,4026,14261011
63003,4017,12017601
50000,4013,78575353
38000,3998,64460538
31002,3980,25345122
2701,3968,37337780
965598,3962,28865232
971402,3962,25269510
966403,3957,30712734
971600,3948,53139998
84302,3946,5011403
965600,3945,149961213
21002,3940,56058200
16204,3924,5379499
961802,3912,4338196
3006,3907,10423536
19000,3896,66331989
85001,3895,50011403
32706,3889,6470390
87001,3840,16534327
42500,3828,206496818
14101,3825,5817572
13101,3807,17825965
975902,3806,25748883
32500,3802,33731584
961400,3794,138196132
65009,3775,5771239
11101,3771,1110538
32100,3766,4339068
2300,3747,1960114
16203,3723,3533634
23001,3716,32274990
44100,3694,16816724
84202,3684,11851617
965300,3680,68459276
41500,3674,242679598
17101,3643,32009729
970200,3633,91233882
971300,3606,2477159
67502,3601,6822484
961702,3596,8952680
901,3563,2788560
970700,3548,186940157
200500,3533,15295146
100402,3531,4435016
200400,3530,1555740
69700,3475,5651587
956101,3472,53753559
11102,3466,3008172
63001,3466,8643583
961300,3438,278915862
951100,3423,160046320
965100,3417,129578167
1900,3402,1540047
961002,3344,56926520
960801,3343,134254955
975300,3342,54527182
3902,3341,10477496
961001,3338,15600299
2200,3297,1928990
960900,3285,404384624
12102,3285,17283528
1300,3277,504285
975402,3269,92826466
950400,3267,564766231
965801,3239,35268104
32400,3237,3179955
1500,3235,384224
966200,3234,13050196
71001,3226,19542340
18002,3220,23607331
950500,3218,195923554
961604,3182,5694573
200101,3167,20405361
25502,3141,90325617
700,3119,1253386
975500,3106,260284246
960102,3093,62525528
950700,3089,25380396
966501,3082,102423206
300,3081,515285
25501,3060,44222077
203,3057,1934450
950900,3053,404366046
84600,3031,29519817
975401,3030,20024109
965400,3026,122695138
975600,3022,238371076
104,3019,2479915
16100,3013,11394658
30000,3005,79934537
62500,2989,51775425
965200,2982,35332773
955302,2970,34684177
955500,2970,162625007
67504,2952,19640288
101102,2948,13623469
956102,2944,70439903
961201,2939,40595387
69200,2931,1034600
970902,2915,52391804
960101,2912,66865812
80100,2911,40515319
87002,2882,78224508
970402,2881,267516717
67503,2877,6153036
84301,2866,2214255
960700,2851,327649984
966502,2812,62552130
961601,2792,115270312
955301,2779,217192956
80202,2766,8115256
955601,2749,310220635
950200,2743,262326611
32200,2728,2550722
960401,2708,129736257
23002,2702,66196536
956302,2679,102057576
200201,2670,12286639
33000,2665,54875050
25000,2651,92449640
960500,2633,402725121
22501,2623,46236468
