TRACT,POP100,AREALAND
304300,9738,28890124
6203,9604,9594416
409001,9192,24155865
4000,8776,63067866
409701,8507,15710370
207800,8350,52488661
410800,8342,6026974
17607,8278,11020790
304900,8274,64106540
35500,8239,2290052
19100,8237,1439046
200602,8218,8422017
33600,8155,1153470
16700,8127,18936248
104502,8103,49028251
456003,8059,31614617
207001,8059,27389068
1401,8022,3175791
305300,7985,15375118
12400,7853,14418253
6302,7818,25475693
34400,7814,3419032
451300,7810,31574227
19000,7806,778606
32600,7761,809320
106401,7751,20526505
9000,7694,525631
12502,7689,24741013
70200,7689,120495559
106402,7682,45394376
491101,7681,16645820
19200,7661,668236
208601,7658,28620885
911800,7628,115788347
306000,7626,40173134
104902,7573,17494156
106300,7573,21517769
1502,7566,3229994
12601,7557,63935853
104000,7541,78893562
6206,7454,6563625
6700,7450,1001468
22604,7443,10826462
106500,7438,33581806
311000,7433,34694837
526101,7410,34306561
105507,7404,7436085
30000,7402,910853
10900,7399,126448606
100210,7389,6565861
21420,7376,6437849
22601,7368,8812037
20921,7355,25206300
203204,7350,8253733
459201,7344,23636112
409803,7282,5831247
104901,7278,10928962
304201,7263,11690405
453004,7258,7432588
13204,7226,27366175
10402,7221,148088989
24503,7209,28959467
206801,7192,30523808
437000,7178,17747766
311401,7169,11253902
4101,7166,374000
21020,7160,23713245
1501,7159,3527244
603202,7157,28542574
105704,7143,2631404
31600,7138,123495549
101611,7132,5037668
564000,7121,42738974
22403,7108,6600859
211400,7108,35189696
301300,7068,27619830
414102,7044,18148722
90502,7040,118711295
11803,7021,66541599
413100,6998,15950009
14401,6995,51480045
206704,6980,21471376
331700,6959,115510036
6903,6957,32731697
18100,6954,48614902
200505,6940,18163762
8200,6935,832282
400301,6915,745658
6305,6915,7701356
101405,6908,3495737
17200,6903,2707680
330400,6897,76465552
100408,6885,3078961
110401,6884,13690615
80800,6884,136518348
20710,6884,7416153
403300,6863,1629013
262800,6861,93819369
802304,6845,21421665
912800,6820,59890950
477300,6819,3552186
407802,6785,4720395
206107,6775,9029299
8500,6773,621445
13000,6767,68205067
12004,6757,5638177
200301,6749,4095397
100211,6745,2901753
34701,6736,1148286
746302,6713,19606033
17500,6711,719916
330800,6702,233922662
36303,6695,2556620
300108,6685,6338035
2800,6677,2863979
407002,6676,26237441
301800,6668,45784945
28600,6668,666562
104603,6667,15273302
10500,6658,41553374
407600,6657,3836440
912002,6650,9505285
23602,6650,15150548
10304,6637,49769472
211204,6630,31103104
20910,6629,22166989
413500,6621,8717229
26700,6617,644274
6000,6607,1071395
203402,6606,6741390
17101,6598,7584967
36902,6598,883507
311702,6589,17089663
8802,6580,395055
15800,6575,580215
13302,6555,39133067
208603,6555,17259837
5200,6551,61025955
429300,6546,8348163
22602,6543,47847479
5901,6518,3345813
912301,6514,17127764
100208,6511,4205883
27402,6499,511360
23200,6497,34012915
13504,6492,6592946
13703,6487,12269472
22800,6484,13151250
201201,6474,13666776
304405,6469,7756108
404004,6464,2343584
100402,6456,3412871
101802,6440,13071802
404101,6438,2808038
403800,6427,1895203
459102,6426,9541268
30700,6424,81186553
330900,6424,98852623
21712,6424,65353999
19700,6416,450587
26600,6409,912763
17704,6400,9137139
17403,6389,7804545
452000,6372,83540938
104604,6365,11131436
203500,6365,1743584
23302,6361,21123634
23301,6353,16932576
802102,6352,22066722
203401,6348,4833034
10220,6341,4140261
11807,6332,6102738
302902,6317,12219312
6002,6313,22376396
412003,6312,8272797
408002,6309,11667041
22501,6308,18093401
100401,6302,3245953
112500,6294,13473208
28300,6294,673069
33800,6285,1400214
35800,6282,1757642
200605,6280,9507335
302204,6278,6696217
15500,6263,64112622
101810,6262,8146631
202500,6260,5329706
216602,6246,58566414
208604,6245,12391021
100805,6235,3946523
10602,6230,38444253
110100,6222,320005851
32500,6210,839319
105801,6209,8947452
300600,6197,4088360
203302,6197,7597744
29000,6195,773393
24104,6194,10695030
36202,6191,1102852
206105,6187,13859076
105811,6181,2305835
16001,6180,42158040
100404,6170,2917754
911000,6159,126274971
17900,6152,714138
200708,6146,7319501
13103,6137,114403559
745200,6134,54285607
207101,6133,23740065
912404,6130,9627721
21904,6123,6346399
14200,6106,1242622
3701,6106,355619
605800,6105,54618886
303804,6096,13216296
206007,6093,10718022
950606,6089,89885819
5705,6087,5983122
746100,6079,9992193
411002,6076,11741810
100,6076,807871
24700,6071,202973434
11502,6066,20089465
10903,6062,9047253
6703,6049,7811745
451102,6047,5963556
28902,6047,810472
30502,6046,153839652
13202,6042,6764424
24001,6037,59773161
2702,6034,20672015
12000,6030,191780556
21300,6030,1198618
21700,6024,2070978
802301,6021,23307762
24502,6019,104117793
206904,6018,7864782
402800,6014,1998622
2701,6007,22711401
11305,6004,10959282
803301,6003,7283649
302000,6001,32245213
11606,5996,12806129
211900,5995,12751041
102104,5993,21733095
961102,5988,4054010
426300,5982,5212411
480101,5975,2289294
112800,5959,16784451
203803,5956,757801
402100,5953,2484373
27300,5951,938006
802900,5950,9760849
10803,5948,2864371
12404,5943,24648634
414200,5936,14189799
23721,5936,125507768
34502,5928,1021734
795800,5928,18077144
409804,5927,5893474
6600,5925,3731132
105006,5924,9345165
14100,5917,2986992
10100,5915,169420977
90600,5914,37806366
37300,5913,2597399
406902,5909,4846935
803800,5902,39824635
101403,5901,4653691
12201,5901,191240845
100809,5894,7819237
203105,5888,7799336
16201,5884,2879023
81900,5882,152561139
209100,5870,13108534
70202,5869,261276597
22300,5867,3532766
409902,5860,7927433
201004,5857,3387852
21224,5847,6588149
503002,5846,5396855
81200,5841,64804369
22702,5839,3414424
201902,5833,4246343
34100,5829,1338392
24105,5826,14525645
105013,5820,7240104
112902,5820,117033085
102300,5819,33359295
306900,5810,30178745
406904,5798,6847979
70100,5798,45039987
35601,5794,2029700
13105,5783,95750001
260500,5781,250721401
22404,5777,44988287
14502,5775,129037102
6500,5775,3870485
473300,5771,3299040
24602,5764,47121808
19800,5763,540315
951200,5753,137482482
13300,5752,118785053
32601,5741,167939825
34900,5740,1944025
308000,5736,5084009
731000,5736,191739603
23821,5727,12861768
215502,5722,34557749
478200,5719,2237593
10510,5708,9559852
36501,5698,1816210
51500,5692,379163323
301101,5690,44537682
17103,5690,10046541
746301,5687,11716789
104505,5684,8118004
33702,5679,1057801
104203,5678,20723411
6102,5677,3966747
11805,5675,17970431
33701,5672,971971
112600,5667,5716438
22502,5658,8938365
105004,5654,8761803
200502,5653,3380858
105805,5650,11675456
307000,5644,24856309
11607,5644,5891433
407201,5641,16959419
801200,5634,56861931
408001,5633,26228025
564400,5631,13634064
300202,5629,14896646
3500,5629,23554232
206004,5626,5859898
451105,5625,9296103
456004,5620,6490264
11707,5615,7329513
484500,5614,2512322
300106,5610,4045128
263100,5610,144948936
205503,5610,2408430
407803,5598,2486411
141400,5593,2053937
20900,5593,6436519
745102,5593,7310596
15901,5591,46890551
407001,5586,48681161
205808,5586,4888191
496200,5581,14500164
11102,5581,5498692
140100,5579,1467607
302104,5573,12579663
34802,5570,1232182
475200,5568,4720556
11304,5563,5926012
771100,5558,81849246
302203,5552,7167043
20410,5550,50360492
30400,5543,178698885
912001,5542,13617166
100206,5540,4735310
204900,5540,10261191
11603,5538,25499444
11601,5536,5115606
17502,5529,4097782
35701,5528,598633
22605,5519,4540960
211101,5514,11956053
15200,5509,669100
400401,5504,518177
409002,5499,19790372
414101,5499,9637777
5500,5498,1168597
9802,5495,613208
90102,5495,149457690
217700,5490,1452436
31200,5487,30097182
20721,5477,5043726
11400,5475,2587982
301203,5475,59300106
100213,5472,2897436
31400,5472,9052195
13203,5470,18313722
21000,5470,858218
6905,5468,15122093
475304,5466,4349270
400600,5460,1386529
16400,5456,28091553
22902,5453,6175826
18002,5439,439791
50200,5432,235446589
300700,5423,1264095
5602,5423,5481946
200507,5422,7333609
307900,5420,46613174
260100,5420,26963830
30701,5414,3659521
400700,5412,1362725
204800,5406,15664483
104204,5405,15470934
3200,5402,47414438
33101,5398,486948
304000,5384,9211976
774700,5380,34913351
421000,5378,366972157
5601,5365,14843976
970102,5364,65357719
474202,5363,8860748
35900,5361,2244712
9602,5360,1687095
4002,5359,344839
300201,5355,6407001
6205,5355,31104653
26302,5353,704112
30200,5346,121067675
21010,5345,23541913
422000,5343,20376878
950500,5342,81228809
301402,5341,28506460
427100,5340,6263033
300104,5331,6565106
111800,5331,76678304
410500,5319,833473
755200,5319,44789606
22000,5318,4398407
3802,5314,7077427
37900,5313,1400253
100808,5307,9507313
105206,5307,7100365
208304,5307,9471862
30501,5301,90062109
303902,5300,28873273
102700,5295,42060762
13306,5294,13801285
21801,5291,8928119
4201,5287,337995
101401,5278,5982157
911200,5268,60799860
302802,5267,10119569
10905,5261,2850790
4202,5261,453345
15801,5260,32036705
35301,5260,1398722
802101,5260,17112069
105510,5257,2994546
191800,5252,1457192
602601,5249,36183136
20600,5248,4203755
201003,5245,6900814
100201,5243,6550683
13303,5242,15660193
101506,5229,4631216
14501,5221,75195705
212700,5217,1893372
911501,5212,59415345
10202,5209,94812030
13101,5204,28120900
960400,5202,226363140
110500,5201,4341016
26400,5199,796819
200903,5193,2156476
20700,5185,43780635
13602,5183,4168049
10204,5182,7499105
35702,5181,1559150
31101,5177,3042634
523702,5176,7029186
11903,5175,27956257
103400,5175,79258509
10132,5175,12826417
801100,5168,10280760
911300,5166,122774879
404102,5165,2372696
217900,5163,4089315
409904,5161,14403405
408101,5156,4475554
761000,5156,147650140
111802,5154,67621020
420600,5152,360515222
426800,5150,5175928
912405,5150,28573946
15300,5148,46068622
11100,5147,31545945
807404,5144,19002824
304404,5143,4603681
208303,5143,13201448
803501,5139,10938680
22923,5138,5481070
100303,5136,6014861
20422,5136,29204664
36203,5134,1532105
910900,5133,17491484
50700,5125,4354261
410700,5124,4006486
509400,5114,2520376
13100,5112,21820636
11800,5106,3429420
960800,5105,176311330
300404,5104,25533489
490002,5102,8249911
105202,5102,6479405
1302,5102,556886
36201,5093,1031927
406202,5086,2760928
201406,5085,5999391
406903,5084,3434224
408800,5083,1626447
11508,5082,7631474
14402,5082,35808259
12701,5076,6614056
201901,5066,5053570
526302,5065,4001953
30202,5065,76176322
300501,5062,14185391
102402,5059,3369198
21410,5059,8491296
82300,5055,242922552
100302,5053,6861295
410304,5053,10319309
208203,5050,7762169
141300,5048,890591
408700,5044,2136216
206300,5043,4071054
100307,5039,2314481
303901,5039,9835356
210500,5036,14310432
302206,5035,5379050
216200,5035,130869214
8102,5034,362526
105207,5029,3805786
17601,5027,579128
504100,5026,8709648
982200,5022,505672
212200,5021,5594489
751100,5016,25005058
205700,5015,1707133
16500,5013,37686597
605500,5011,27170487
11705,5011,59697769
480400,5004,5019302
8302,4998,425236
330100,4993,58112166
911600,4990,62888159
304503,4988,7419020
204500,4988,2736003
70900,4987,805691
302704,4987,5077879
476100,4979,2420999
604902,4978,9119510
475101,4977,3134673
5402,4976,69345426
50300,4975,112369556
102004,4971,5253159
6310,4970,8106897
421100,4969,8784749
12202,4964,5924262
473100,4963,1505105
202402,4957,2726979
151700,4956,1186540
303302,4956,24531911
490004,4946,8126275
201608,4944,5033445
429201,4941,4689842
469000,4941,5375269
204600,4941,4877730
2801,4940,14675365
910301,4933,76709769
24601,4933,12995814
20200,4932,756812
104601,4931,13246247
911100,4931,62404610
409601,4930,5880610
213200,4929,3068298
410305,4928,7003203
460001,4925,6661893
427200,4922,4775077
950900,4922,43384754
523400,4921,3253596
211701,4921,36899590
27700,4918,543126
105003,4915,12415986
21400,4915,2378004
12106,4914,5991666
808300,4903,234719549
911700,4901,61764330
6001,4894,11310844
10120,4891,11967237
22920,4889,15925406
6402,4883,35642645
11806,4880,26965635
20221,4880,17335168
302702,4877,4425123
413300,4876,5726892
604800,4875,10131528
35200,4871,1850925
201404,4868,8737487
412002,4865,8198569
742101,4861,17407716
911900,4854,6336555
523600,4852,5034901
30600,4851,88852641
32000,4850,154222650
960600,4847,102338474
29800,4847,649154
111700,4846,10662133
302901,4837,10220151
960300,4833,165355522
1400,4833,371906
6800,4832,1904618
208500,4830,20748022
17606,4828,3520211
29100,4826,1316903
302706,4825,7038953
752700,4825,18991774
741100,4824,30626126
202201,4821,3187673
206502,4812,7156605
11906,4810,6307571
410303,4810,10303678
208704,4810,6559222
31300,4803,3904829
474203,4802,4407424
331000,4800,194998346
103103,4796,2594982
6701,4796,7951242
205402,4794,3504612
408300,4786,3950874
100803,4783,3117825
409500,4782,1970547
410602,4782,1858971
32602,4779,57903132
21901,4778,8332526
201603,4770,2418731
101610,4767,4730977
11000,4765,2923665
2201,4759,1267585
804501,4751,17597806
5702,4747,3399836
31401,4745,29627969
201706,4743,2528806
910200,4742,261776159
20722,4742,7515275
23810,4742,52774188
22401,4732,7060939
20100,4729,1427891
31800,4729,244583457
110800,4728,271407273
33000,4728,3749333
803000,4725,2691048
903000,4723,20499093
10702,4722,9716533
7900,4722,377951
404500,4720,1196500
202100,4719,1498338
35302,4719,1498641
473602,4714,2450846
950100,4712,265032766
30601,4712,211180304
102500,4711,3073671
400402,4710,333220
489001,4703,3729072
523501,4703,4584875
215501,4703,24676046
806500,4701,44187806
960900,4699,370576557
305102,4697,25547250
216900,4696,45119763
28200,4696,855786
301004,4691,9849115
807300,4691,53401526
301207,4690,28117365
19501,4689,393883
21720,4688,23700083
523800,4687,4795646
31900,4682,68745003
9500,4681,1319847
200901,4681,2091137
605100,4680,72338559
456001,4679,14474742
10501,4679,45150532
33100,4678,142797177
7102,4674,415761
25900,4674,549417
600702,4670,27257547
300401,4670,50308911
262900,4669,86701365
207004,4659,4262395
140800,4658,1089074
800,4658,302611
200703,4656,6615240
27800,4655,724987
211000,4652,2122734
1002,4651,471655
26800,4651,774267
415001,4650,32452893
488400,4649,3730322
526202,4649,11353167
400500,4649,1206076
14302,4648,52025039
401900,4646,1325152
11608,4641,5184672
160300,4640,193237300
407804,4639,2161899
12300,4638,10688703
306504,4637,15894190
105509,4633,10666766
206905,4632,8365502
211301,4631,34242831
20220,4630,21444374
409602,4629,1055199
100104,4625,1955710
207202,4625,1957112
950301,4624,164592633
18300,4623,61939073
308102,4622,29980148
807201,4622,28139560
29900,4617,591446
24400,4616,3300215
8400,4611,501763
12602,4609,59457491
11303,4608,35554655
429202,4605,4349598
951600,4605,105323824
4200,4604,25130704
458002,4602,17644419
11702,4602,45748479
20222,4602,41112028
401100,4601,13104913
488600,4600,12634746
300901,4600,9274552
5504,4595,21392727
16002,4594,33831072
105401,4593,33747402
301001,4584,13068662
37700,4583,736880
12801,4582,67444393
104503,4578,13805697
101807,4576,2838208
30301,4575,55629020
104303,4572,24393878
300107,4572,20406265
301202,4572,34099990
406804,4564,3092126
912702,4561,38010807
4104,4561,201337
30302,4559,85101338
32800,4559,271642436
22801,4556,10584377
11200,4553,1539365
34801,4553,1385962
430200,4551,1761454
521100,4551,4688466
102,4551,3351449
407801,4549,4415215
6400,4549,642367
6906,4546,15455965
11602,4545,23444184
17604,4545,3755427
202301,4544,2793015
14202,4537,52789100
22100,4532,3684065
302102,4531,6459361
201705,4530,1878890
11307,4529,3505325
303801,4528,24313848
13503,4527,8739652
101609,4527,4407572
106000,4527,3540414
14102,4526,67279560
206106,4524,5550673
37200,4524,1027185
521200,4521,7329548
304101,4518,3496754
413400,4517,4394219
521302,4516,7972525
34803,4516,1271528
16202,4511,3519628
2304,4509,2381033
12501,4508,34480522
20102,4507,37809170
110300,4506,283560445
408103,4505,3867746
27500,4503,611452
206005,4502,4487445
7200,4502,502743
429400,4498,3558361
6200,4498,509635
200402,4497,1709215
204101,4493,1243859
205600,4492,1302406
203104,4484,4254446
11504,4480,5569417
33102,4478,719269
4001,4477,314911
102003,4473,12512905
801300,4472,26754931
13001,4471,12230063
200607,4470,3528936
746200,4467,9237297
477200,4466,2899681
803,4463,152822
474101,4460,4058871
475301,4460,3387769
200506,4458,8106517
300800,4456,2001160
311300,4455,21206438
1100,4448,805725
13700,4448,15917464
200104,4446,5786145
101605,4445,2130628
18801,4445,411225
10201,4444,55935847
110202,4441,121342847
14300,4441,1079243
20524,4439,14765948
30300,4437,111752952
80100,4436,105343199
426400,4435,3493080
23300,4435,1055580
