TRACT,POP100,AREALAND
881200,9522,2273066
165900,8178,27012406
90200,8152,9740296
60700,8087,5305270
43800,8083,1944742
701100,8050,69537755
361500,7992,3069153
520400,7794,18152800
72600,7746,3020530
360200,7720,54691523
141500,7614,1609634
487500,7607,11955330
167301,7602,17344744
194201,7520,47265520
405600,7398,7612714
253200,7397,30930437
701200,7355,28255542
230100,7351,40190698
487100,7158,18194263
585100,7152,61276967
345201,7148,8639895
870100,7142,140113258
492600,7120,8592444
345400,7118,6960046
714103,7096,67218720
205200,7015,24935139
400300,6951,15600304
343300,6918,19600063
468101,6912,85313993
166002,6894,17299095
416700,6877,2626365
345100,6858,8737561
186100,6813,19746090
690300,6805,3685975
154200,6767,3116828
100200,6749,16376641
142700,6743,3177377
535200,6740,43210858
186200,6731,44377362
346101,6722,36321510
90400,6714,7347827
343400,6665,15034063
524200,6658,11573262
306100,6658,95927210
850200,6649,47562093
210600,6623,2634253
190301,6616,29364950
10500,6570,1916409
210502,6528,14728980
150600,6513,10283453
100300,6493,29186165
680200,6455,46775743
110301,6428,10336294
361100,6418,24610014
21100,6414,1858959
72100,6399,1296672
352800,6385,6857904
120100,6375,6215546
21900,6341,2155427
151100,6341,5668142
345300,6330,13205041
141301,6316,4021242
22300,6311,2724628
494100,6293,5044537
530200,6259,3198409
44000,6241,1207845
530302,6240,8165191
253400,6216,37277698
351602,6201,3682071
460204,6190,17072927
154700,6187,5052069
415400,6179,2686140
496900,6179,2142871
640100,6174,91506573
696401,6168,5272209
473100,6162,10598408
175502,6158,8698029
462101,6151,10735587
524100,6133,60479197
492300,6118,5448308
210300,6114,2665744
405300,6105,3493296
205300,6100,16623797
210800,6099,16290360
904500,6082,11386436
80400,6073,3649098
515102,6054,14425579
881500,6044,31779294
343200,6022,22367978
350800,6010,1067270
709100,6004,77032882
341100,6000,25055586
400200,5997,32961529
352702,5996,2874848
253500,5990,68802186
346102,5984,48488146
184700,5974,20797692
245600,5973,26026379
30500,5965,5446366
800300,5958,4333064
176000,5956,39086876
120200,5950,6878578
142500,5938,1845830
165600,5935,2347325
170800,5925,3624563
210900,5921,12781488
142400,5916,1145555
502300,5910,1726136
10202,5904,9845917
696701,5902,5188295
142601,5890,3815784
125200,5888,6249812
45102,5885,26683126
210701,5877,1247003
695202,5854,45155473
72500,5843,1445637
55100,5837,34636795
360400,5829,5399334
870200,5792,12136935
560100,5789,54709142
200200,5788,5619062
870300,5779,3934241
570300,5760,15672804
550100,5759,32757815
670200,5756,13814587
716102,5753,40596086
473700,5748,7202666
180200,5723,3535585
72800,5722,1497269
10400,5716,2699580
347100,5712,20707978
348123,5686,27816416
466101,5675,18479172
693300,5672,17867348
520100,5668,14545605
471400,5665,33448052
484100,5665,33516495
477103,5657,11496413
541402,5639,8009316
510400,5614,2702880
171100,5597,4303802
362102,5587,68257469
850100,5586,49745926
42700,5585,4107178
90700,5583,12819469
100100,5583,21959637
502400,5582,733061
901102,5581,112448002
230400,5579,35422556
490100,5577,11165096
141900,5569,1335137
840100,5566,86230085
533102,5562,36307158
110500,5561,13074934
351300,5557,2265724
535101,5533,19023593
530301,5532,4482463
484200,5525,34472508
160200,5511,31279070
165400,5504,2866393
466102,5496,11563563
155000,5487,1563727
497300,5478,5311033
11000,5477,4473567
43900,5456,3443730
907300,5454,40498687
352600,5450,2267728
361200,5446,9682512
170500,5442,7384845
462201,5439,22009143
541200,5427,8848906
72300,5404,917854
190302,5398,20122835
709200,5398,12864262
142300,5392,1012178
165801,5370,4153554
245300,5362,13656451
881300,5349,23672163
524300,5329,13245555
420500,5321,4778095
71200,5302,556437
595102,5302,51699559
907200,5302,34872473
161100,5297,54669018
410101,5285,43821488
360100,5285,9356037
35400,5280,20091019
10900,5279,2595072
860100,5272,55355051
200302,5268,23344298
405500,5266,8386617
200301,5263,9898015
514600,5258,2144936
20900,5257,1640220
184101,5254,3982632
81200,5247,6000774
470100,5214,43127467
175600,5203,6725037
464101,5185,52828107
70100,5178,1692879
73700,5173,881822
125300,5167,3245123
471300,5161,8818468
430502,5157,11073013
21802,5156,1397378
476300,5156,9198687
707100,5149,140501875
141600,5139,1068852
130101,5136,8614497
194202,5135,29412274
343101,5128,16776629
696100,5094,8291305
430400,5092,9973390
110202,5078,10303622
211400,5064,7261551
110400,5051,10838548
510600,5051,7020640
11100,5049,4370719
906100,5045,103456495
110602,5044,10307728
425700,5039,17360266
460301,5025,7501112
61600,5022,5229605
81300,5019,9979288
570100,5007,10147045
538201,5007,38651100
348125,5006,10102238
502700,5001,1011637
80100,4998,1198442
171600,4998,7708802
352000,4996,5530410
141400,4989,1130319
43400,4980,1358476
881100,4977,57881356
351500,4975,2803887
695201,4975,41781836
716101,4975,28697551
533104,4975,38175646
690900,4963,3229935
416100,4955,896459
154800,4954,1958273
890202,4949,93259177
464102,4939,10848401
480600,4938,1745994
61500,4936,3641728
80800,4929,3268077
154102,4918,3915626
510700,4915,3261994
220100,4912,10988039
175900,4911,5227304
165500,4904,1557265
514400,4899,2423902
80900,4897,1848471
230502,4897,26450969
220200,4873,30724448
130202,4869,8032025
529100,4858,37314557
72900,4849,2321220
20600,4842,3409879
416500,4833,3104120
460202,4820,20190010
90500,4814,8916507
20500,4813,9236479
310803,4802,5937149
349100,4792,21900014
700100,4788,79848697
21300,4781,2287341
503900,4772,1668925
696200,4768,27348330
81100,4767,3366225
900200,4767,51928879
110201,4763,3233210
42800,4761,2440480
904101,4761,52681108
406002,4754,3871218
50500,4751,6757887
142800,4751,3973586
905101,4751,27110990
494400,4747,4333137
496200,4747,2745056
140600,4747,742654
154500,4738,1353040
476100,4734,6353197
21702,4732,505499
520301,4732,7401559
670100,4725,25188553
21801,4720,1033438
71900,4714,494024
504200,4713,1168181
171201,4709,5100362
702700,4707,8333686
350101,4697,1175805
494201,4687,6056904
90300,4681,4764507
526102,4680,52388802
702500,4679,2680171
141200,4678,1934378
714104,4677,46929919
74400,4673,1951522
73100,4666,2887277
344100,4656,21431289
74300,4652,1372823
405900,4647,5300513
697000,4644,5707486
473501,4638,24830346
71100,4623,662760
430202,4616,16291943
466300,4608,10488932
210401,4594,1886187
22202,4581,842319
487201,4581,7338156
490303,4579,4233390
504800,4576,1491762
165700,4557,2693531
60100,4551,3837602
320102,4551,24821328
43100,4545,6652728
416000,4537,812079
21602,4536,324994
590102,4527,60366785
141800,4523,1463923
55200,4517,16574869
702100,4504,22150374
60400,4494,22385495
542000,4482,4055346
514500,4481,2673486
140900,4478,980990
240200,4471,47130890
520302,4467,8080988
245200,4463,18979941
361401,4458,425902
497700,4451,15662803
80200,4446,1338468
175400,4444,10522379
210402,4433,5611963
425400,4429,33921287
310602,4427,6133422
30300,4425,8427195
50302,4425,10316526
900100,4422,69560165
526101,4418,43168815
620100,4415,35001764
205100,4413,9556780
514700,4403,1383464
351800,4403,3670335
10101,4401,32765658
462102,4391,11381843
180500,4386,4126974
310700,4379,50039684
10300,4370,9636411
125100,4367,4155903
494500,4366,5166311
514300,4363,2192485
520501,4362,18720481
81000,4359,2795938
352100,4359,1712572
166004,4350,1879908
504900,4342,1556383
351100,4341,4010255
417500,4333,3567470
150100,4332,3165084
167202,4332,9823534
150700,4331,11471357
21200,4319,2399974
870501,4315,13469016
400102,4299,8210788
240100,4294,34398133
167102,4289,4211869
157400,4287,13764151
693400,4286,8004869
320200,4285,58783174
497000,4279,2407403
361300,4278,18612508
10102,4276,32619575
184200,4276,5271345
140700,4275,550604
902500,4266,104451274
184300,4265,4060103
44300,4264,3883905
492200,4263,2703223
35102,4259,4346949
405402,4257,4577504
520202,4253,35226588
310100,4253,3364645
514104,4244,4188625
175300,4237,4271056
410102,4234,33106241
154600,4226,2219832
405200,4225,3624472
105100,4220,31856125
580100,4217,32759592
907100,4217,34472914
715100,4213,74924895
60200,4211,4201169
705101,4202,15545496
175800,4200,14396912
415600,4198,1270379
348122,4198,20065075
710100,4195,42200264
261100,4194,148239632
705102,4193,11011936
830100,4191,100392973
800600,4187,1456494
510300,4185,2388034
630101,4185,16730087
167201,4183,10336554
480800,4177,13156527
361402,4175,771198
405802,4172,12469524
20700,4170,5804965
150500,4165,4255061
535102,4153,25981032
610300,4150,16435816
142605,4149,963006
351200,4146,1923625
477101,4144,45196855
870704,4144,6715928
430100,4141,3408280
362101,4136,25911010
541302,4123,1090277
150400,4118,1638869
530400,4118,4463195
35300,4114,13444758
406001,4113,4260134
904400,4112,18943465
351000,4107,1789925
165802,4103,12882293
50200,4096,4878639
45101,4094,19680995
44200,4092,1444752
151000,4090,2080477
257200,4087,1537836
351400,4087,1128772
406100,4074,1800158
50100,4070,8701513
497400,4068,4056597
165100,4067,4735203
345202,4065,4671635
30400,4060,3391739
61000,4060,3329661
44500,4056,1287342
42600,4053,2941030
211000,4051,7080028
497100,4041,1340638
200100,4039,5056815
514103,4038,8497243
494300,4034,5139139
490304,4031,7896212
180102,4031,3276559
702800,4031,12282138
533103,4026,28150710
430203,4024,5147024
696800,4016,1155658
343102,4000,11257182
468102,3991,20135937
20102,3988,638356
60300,3986,11682704
425300,3986,18086544
70200,3984,843488
471500,3984,16750558
50301,3977,7295116
497500,3972,3828604
150900,3965,4476004
21501,3955,397807
538202,3948,33412147
21402,3947,1120632
72200,3944,901411
22102,3943,1435263
230501,3942,20289755
590101,3925,53429271
460302,3923,5670457
800400,3910,5893651
150300,3894,3174930
140800,3892,1648799
520201,3883,30630353
73400,3882,1241390
210702,3880,1307752
550201,3877,32077114
71400,3876,584774
141000,3873,1896847
157200,3865,9288029
696600,3861,7834653
171700,3856,10183879
430301,3855,9311533
71000,3850,1147470
72700,3849,1796460
150800,3847,5526507
167101,3847,12257993
20301,3829,11795062
61100,3826,2707147
416300,3810,1830592
154900,3805,1850369
800501,3804,13626092
220300,3794,11177481
501500,3783,1789690
714101,3782,12617992
140500,3775,1016311
73200,3765,877230
20200,3754,19346004
600100,3749,41573119
705300,3747,11356301
502600,3743,546761
511100,3742,4134970
481200,3734,6136531
30100,3733,11129324
