TRACT,POP100,AREALAND
312096,9026,8062769
312193,8915,11817127
21313,8275,8287782
4802,8041,7312129
2200,7917,1706223
810308,7826,62301137
470389,7816,6033439
217702,7813,12870623
1110,7723,18562537
221503,7682,41276119
21307,7622,8393212
21312,7620,9075947
880600,7583,189320209
217600,7577,11901684
30401,7497,184463287
221421,7476,45550731
221502,7476,54553350
217802,7426,6226149
311312,7417,6504417
61002,7414,61904252
950902,7399,7966131
20198,7347,98460789
311122,7301,4726386
13904,7294,6567902
21314,7251,8676391
11700,7195,13361143
5002,7178,141799511
210912,7155,18225481
221625,7131,5615480
13612,7107,7679417
217923,7103,5088413
311732,7074,5336332
216300,7068,1959712
211101,7056,3364978
213202,7012,5386346
14121,7003,4307623
700117,6963,4479094
312003,6938,59671585
311124,6907,11733942
311153,6886,6373816
881200,6794,11638513
311322,6787,10012440
700208,6784,8172684
20202,6771,15515416
21900,6768,122114772
21212,6754,11061337
810305,6752,8053304
220601,6746,6037045
217852,6729,6879134
214700,6721,3315893
60306,6714,5816728
14904,6713,6312877
4202,6703,10031959
20300,6688,5711112
20205,6682,23096060
221627,6677,16198028
215201,6657,11569796
210600,6645,6765205
14006,6614,6952478
20800,6608,213440622
61300,6581,17220648
700402,6552,106105011
12200,6548,5817157
22000,6540,27263149
311103,6533,21450586
20310,6528,35285998
312095,6470,38157092
90601,6467,60681699
311904,6462,6997563
217807,6462,4747779
20302,6449,22641760
800202,6435,51196231
1106,6434,15744914
211301,6432,3146349
700605,6429,54247423
1401,6421,18373846
220501,6421,3094702
700603,6420,20902163
311151,6413,6890025
4900,6396,244827159
217931,6366,3807022
100,6343,12918628
219400,6335,3967124
20102,6333,115303861
700604,6331,65545382
13916,6323,8596364
701404,6303,126099306
211332,6293,3243520
312192,6266,14530523
20500,6252,5044334
311801,6250,15943320
311907,6223,3024421
311802,6220,10851277
700118,6219,7830572
221202,6219,10350940
10100,6212,170780776
60800,6203,242895758
310201,6187,5563845
218800,6176,3358446
311203,6154,4093773
210806,6151,5030797
960500,6150,174601517
12804,6120,3851922
700502,6120,82533989
20901,6107,5482752
30207,6102,5703043
219900,6101,2702695
119300,6100,1179767
4803,6099,23784678
700120,6096,9034590
880100,6095,436445803
210805,6080,4967121
211331,6067,2783724
13502,6065,25141389
1201,6064,5252262
21208,6058,5261373
311422,6035,4494756
311903,6030,5693680
220441,6024,3677169
950202,6018,203710981
217941,6016,4746997
4700,6014,155278215
10701,6009,24532905
11406,6000,3900331
210702,5984,4928152
311602,5980,8584417
311735,5970,3225280
102200,5967,2561401
1402,5964,12191924
221626,5953,13642823
310802,5946,4399362
701200,5941,22877393
215005,5941,2700139
15100,5935,38861898
10801,5920,12273061
30004,5920,5613661
80300,5918,311829256
21309,5911,12746450
11400,5898,15747294
219700,5887,4433201
30602,5886,300264069
311311,5880,2819553
12100,5871,4383338
211600,5855,4003038
221335,5855,9409184
30103,5850,8204040
125600,5832,2078880
217944,5818,3946097
218013,5814,4398509
1109,5811,5528304
700900,5810,22673545
700801,5795,5111273
880401,5778,23971966
312094,5765,9526567
20303,5764,57812748
891000,5761,439392502
210807,5760,6427725
220602,5760,4234038
1702,5745,199017456
311004,5736,2684263
30308,5728,23719360
13801,5724,3574051
1508,5723,4619115
221631,5721,5142881
220200,5704,3536228
810310,5693,62651284
700206,5692,24454069
221425,5688,3833283
215700,5681,3625040
310602,5680,5061487
21204,5679,3081498
215144,5672,5769561
810203,5660,98257551
220801,5657,4628829
14903,5636,123530753
4804,5632,33763460
3701,5631,15843398
2502,5630,4054169
20601,5608,113329217
470286,5608,231675549
221629,5600,31339836
22302,5599,15346593
217806,5595,5442197
217500,5587,13277651
210200,5585,4328109
700302,5581,26959762
21812,5577,4951279
700802,5577,12306522
1807,5570,6559753
312400,5555,6021364
880501,5536,13232609
1806,5526,76848074
810309,5519,99856846
215400,5507,11066518
14126,5497,3725048
30201,5492,36926103
20604,5484,4699263
14300,5483,31490623
214800,5481,3137800
11800,5477,3212167
950201,5476,274610277
311211,5470,3813878
14601,5469,3611203
115500,5460,1215462
117200,5460,1267491
2000,5458,79111970
820108,5450,52366835
217701,5425,14611929
210925,5419,3334810
800401,5406,266321358
217942,5402,3491667
210923,5399,2336914
311154,5387,3174511
800801,5385,138716310
8600,5385,2568449
4109,5383,8773849
21701,5379,24766919
70800,5371,87262515
17700,5365,59749139
60004,5345,8813130
22100,5343,16143010
211201,5337,3984868
3004,5327,4019891
490600,5327,443435682
211401,5325,24709434
310902,5318,4069700
1202,5315,6005697
222100,5298,22031419
701102,5285,199684361
14005,5284,16038519
217841,5280,4161202
216500,5279,2310758
30309,5276,8741381
880300,5273,441133224
61400,5270,7718939
13803,5267,3297946
215500,5260,5302879
311114,5253,5676420
114300,5242,1366899
14128,5238,6911700
215233,5234,6718814
310700,5232,3322433
800201,5231,10009808
4305,5231,8590227
500,5226,1247494
213500,5222,2932936
11600,5203,23506905
220448,5197,2846922
220449,5189,5596096
14905,5184,8801436
4003,5179,12896422
311909,5174,6455168
470500,5168,833630054
13313,5162,4969536
700211,5161,18236268
18101,5159,4895143
312204,5155,259597443
217932,5144,4464527
14702,5143,11322317
90100,5130,328701140
11301,5127,25466754
21101,5123,4611525
17600,5118,9936528
312208,5118,2981546
17900,5099,9028574
470302,5095,8518449
14206,5093,4718867
810401,5092,167273639
115600,5091,1833610
220001,5090,2249335
10702,5083,9343569
90700,5079,18464643
30306,5074,28224179
220802,5073,3384757
881500,5066,103663038
21303,5065,19684099
80102,5065,206963419
218500,5064,2971774
218402,5054,3527940
115300,5047,1655624
20207,5045,11609784
1001,5042,7517171
215600,5042,7276362
13309,5040,4305411
880700,5025,8207528
800606,5021,37783050
217853,5015,4228835
213203,5014,5361075
221506,5003,3407816
211102,5002,4055345
2600,4997,5559865
780400,4986,452820432
70100,4985,717931049
14604,4984,3723581
215102,4979,3822343
960300,4968,49077798
218012,4955,5480461
820106,4951,36070523
220445,4940,7594017
211333,4918,5480173
60601,4916,10402100
217400,4915,1978412
215145,4914,3248421
1500,4912,2382321
221424,4912,4295844
70500,4900,213690073
210803,4898,4103860
220803,4897,4464426
80002,4895,160383579
60307,4891,9436692
311712,4889,4944547
90600,4886,597879746
4201,4881,8337956
470601,4872,12159278
1903,4870,212446941
4105,4858,6668774
870200,4857,77037179
60202,4854,19521727
30212,4849,7688264
2800,4842,278802663
13003,4842,4392795
90500,4833,176716137
217921,4833,19402408
700124,4831,15252308
311391,4831,2137604
21404,4816,4141583
11300,4810,9305943
12600,4803,4106915
60001,4796,15740569
890200,4792,34770598
60305,4789,14467907
214400,4789,2922712
30102,4775,3721107
700401,4769,70744159
21601,4767,4947346
219501,4764,2782111
960900,4761,707732249
701001,4753,49878546
215231,4751,4627517
312206,4721,107198355
311150,4720,3133083
213800,4720,2397492
20204,4714,13707345
800302,4714,4274861
1704,4711,146217820
127400,4705,3313495
215301,4689,6480990
210927,4681,22877539
10200,4673,9482831
700303,4652,5363328
21808,4648,11840841
213401,4644,3046625
221332,4642,4940290
20200,4632,178427184
311331,4631,3242795
21401,4628,10132897
1602,4626,136255127
810307,4626,64469992
212300,4623,2539729
480100,4621,527411923
10302,4620,5934734
481000,4615,9520823
215235,4612,3870613
700700,4605,14480691
460300,4603,174284772
212500,4599,2762086
890100,4597,265539188
311152,4590,4610024
90400,4585,568786214
701,4576,8256467
14806,4576,4785734
17200,4573,10810824
20307,4571,15678102
20206,4566,3938246
21809,4566,106005321
12906,4562,8273403
118600,4561,2737924
18500,4559,10871714
600,4558,4814973
114200,4557,1512785
311739,4551,2909664
61001,4545,135393866
90300,4545,544461312
116400,4536,1004115
1901,4530,289990756
4106,4523,10247701
221621,4512,63004803
20201,4508,53506017
1604,4506,4574377
701101,4506,136159964
220102,4503,3304617
700113,4495,12020602
211900,4495,2193204
112400,4492,938488
312209,4489,7948850
311146,4488,3211807
385200,4486,15142418
210928,4477,2411513
60309,4475,19315723
311908,4475,10395389
60308,4474,27411492
220442,4473,5611735
70300,4470,29724070
960400,4469,338978568
311738,4465,2055943
21209,4461,4618481
800703,4458,48160854
210924,4456,2524507
112100,4455,6937006
20602,4417,6157256
1803,4414,144795493
220446,4414,3471235
215003,4412,3783614
7400,4397,2275927
9400,4391,2583142
470288,4389,21838777
311145,4388,4168631
890900,4385,5095067
10204,4379,5584368
800605,4377,42409455
212600,4374,3347423
21210,4368,8381226
880800,4347,1592174
1503,4339,15591522
470202,4335,17651554
702,4334,4925477
450302,4326,59125726
311148,4317,18044277
10500,4313,4277306
218300,4313,2980579
480503,4313,52376074
1700,4308,10592320
700114,4304,12026782
211001,4302,2306552
360600,4290,23646592
312207,4286,4883601
880502,4283,20649213
4601,4282,88710226
700504,4278,28400587
11501,4271,3112561
311001,4271,5417898
5500,4267,2883177
211334,4258,8705979
20501,4252,153042807
480102,4251,147970433
311212,4243,2986872
951002,4238,24366508
10800,4235,2546320
21807,4233,14334290
311734,4233,2974601
215141,4229,6633210
20900,4228,142741401
1904,4225,137530035
312002,4221,8776562
9000,4219,2870556
12400,4216,3329158
12702,4214,3627411
800603,4211,19174259
13706,4211,2551834
114102,4211,1586579
780600,4206,32221652
470400,4203,12536416
114101,4201,949541
20603,4196,4821074
30216,4194,3187159
950400,4193,19673120
124100,4191,1053135
117400,4188,1146088
61100,4179,343587319
810100,4178,260149268
219601,4176,2199353
480302,4175,242053673
116200,4175,2347302
1004,4170,15516948
20600,4167,165620138
18200,4166,10256067
13301,4165,5364531
780200,4165,102244721
127200,4163,2019013
14203,4155,6672895
3200,4152,3657109
218401,4151,3025461
101300,4150,1974058
480504,4144,14223509
210400,4142,3012046
960502,4136,9148946
880200,4133,190390220
20100,4132,6598393
220443,4132,2652995
800501,4116,308567864
21003,4115,2539479
2402,4115,2648991
22200,4110,44086712
311296,4110,3128290
1003,4108,7519945
14501,4106,5183932
820104,4104,242429913
13203,4102,2078856
801102,4101,81724300
701401,4093,112895660
801101,4088,40249286
700122,4087,4642501
220451,4075,5320322
1300,4074,5359910
10301,4072,12181832
701002,4072,59249253
210921,4072,6561346
19301,4070,2670184
4002,4069,7816137
11302,4068,20831045
310301,4068,3251879
21806,4066,99666862
70200,4055,885214938
14111,4054,12237368
800403,4052,127942591
214602,4052,1805532
310903,4051,2495055
10203,4042,5746211
13410,4037,5276413
61200,4032,323353985
20402,4032,91180564
311147,4031,2580956
60602,4028,10323762
2100,4023,1820641
70301,4021,17729010
781000,4019,225346051
700115,4016,8950518
4107,4015,3543342
385100,4015,485965631
470401,4014,15506137
217000,4002,2205706
5100,4000,126728108
481100,3996,7309219
218016,3991,2562969
221423,3989,16406940
213702,3986,5439464
310302,3980,2563724
90200,3974,120693510
107300,3968,1574127
810205,3964,335736957
10201,3962,32746674
960401,3962,337929527
210102,3961,5372031
127800,3961,2546610
105198,3960,1175837
3802,3959,14776303
126900,3958,4325051
480203,3954,14947286
210704,3950,1506395
216202,3950,1408100
219100,3950,1836579
215801,3943,1781699
820204,3941,117059957
115100,3940,1145348
14008,3931,4492663
950501,3923,49119845
1107,3912,5942989
4306,3905,4311977
213204,3905,2710835
14701,3903,5992806
800904,3893,26486734
214601,3891,2133505
700121,3887,4577320
220452,3881,7955636
221201,3875,12989117
220504,3873,2374941
310501,3872,2265636
701403,3871,117689788
221900,3871,3420526
20401,3869,247020876
220702,3867,2041359
90602,3860,144140968
700210,3853,6272956
13917,3837,129630720
311149,3835,3328078
30101,3831,15269070
211700,3828,4539130
820109,3828,47652201
470289,3827,12334578
216201,3827,1395390
311294,3826,2546903
221337,3823,4285228
103800,3823,1639758
70702,3821,59861976
480401,3816,383823309
17100,3814,4482599
700305,3814,14778144
962802,3813,353736908
116500,3813,903913
125500,3810,1099352
17800,3809,1216839
80200,3807,549599813
960200,3804,919291858
881301,3804,6384175
3801,3798,34099794
212201,3792,1823487
5202,3791,136776246
5700,3791,3952475
219801,3782,1788025
950802,3781,215472086
221336,3781,3310826
21103,3772,3470487
12802,3772,4844538
450200,3771,785260685
11900,3771,3273787
311721,3765,3289349
820203,3763,457106644
700209,3760,11021006
310601,3757,1858450
219802,3757,2125228
30310,3755,11175780
360400,3751,292109490
950301,3745,7624726
970100,3745,133695947
890401,3745,7314774
960301,3740,4653100
221339,3739,2862581
21105,3736,2308645
9100,3735,1948749
11000,3733,3010609
700107,3731,27148543
127300,3729,2140388
3300,3728,5359105
12501,3727,3414752
213302,3726,2060775
14205,3725,8896782
950500,3724,22240824
21001,3716,3245439
10401,3714,12769675
