TRACT,POP100,AREALAND
971206,7768,43633134
971101,6962,25650809
32103,6482,7546847
802,6233,276463323
971901,6158,24888155
972101,6141,43356920
971402,6094,7058927
972800,6064,143082072
972001,5939,19140593
971301,5884,16883465
966400,5775,113217136
11806,5763,30331402
10500,5628,144297451
971700,5500,4070885
11302,5327,76642179
972501,5313,18020475
13702,5306,20350019
12000,5238,3117897
804,5193,46754399
972201,5169,41533965
2300,5146,61172065
965700,4902,425053553
3100,4884,319936596
20608,4871,4630493
971600,4835,4450908
967900,4828,576206516
964700,4807,109066169
950600,4806,42772947
967000,4796,351603573
13600,4787,12133729
964600,4771,117143587
954503,4755,132460282
963801,4751,82021617
964800,4748,133077057
1001,4745,27884146
955102,4721,369235201
803,4714,31074627
971902,4676,25445490
963300,4674,35886491
10800,4643,17230052
972602,4633,32912903
10703,4617,83735471
950400,4611,112088841
972300,4569,73003732
963600,4529,74909011
11804,4527,71200953
971205,4519,47096260
971302,4503,16554776
12301,4483,142489056
11700,4483,68278035
972402,4461,38904400
11000,4453,27023975
20606,4453,4830324
11805,4444,26482692
966600,4443,200305711
967100,4443,321063194
20800,4429,108697072
2200,4429,13599287
11900,4422,97940986
10803,4421,34651071
971802,4420,171582215
955600,4396,169158381
954902,4382,147527051
956600,4381,236289555
955000,4375,21929256
12200,4352,182419519
950402,4351,98969960
3200,4326,307562287
969600,4319,179826953
11800,4292,336432867
31102,4288,34589020
32104,4274,30490793
13100,4270,10945532
10202,4267,11977989
970300,4267,506904032
10502,4261,5946593
11100,4247,161659636
972702,4243,44370323
963702,4230,303388437
972104,4228,17558098
956800,4228,181875551
962200,4228,137670738
10600,4223,98811038
971105,4221,16078908
10802,4221,10452265
971801,4220,64129880
903,4216,5190417
966500,4200,939355769
12800,4198,6805385
972103,4178,11986082
966800,4161,25160768
972003,4154,24482423
963200,4151,380564325
966000,4151,49355405
20101,4145,64108790
11602,4144,29996517
11300,4133,109343717
21500,4131,33690501
972506,4131,22040272
967300,4120,152374085
10203,4113,2950345
967701,4092,807283232
10702,4087,58285762
20900,4068,248877711
963900,4063,122886918
2901,4062,198560583
964300,4053,103184684
972503,4049,6681132
964000,4045,46803857
965000,4038,543448772
11500,4008,4495317
956103,4002,87584559
950701,3961,107391406
963100,3907,424455287
11803,3905,36351213
971401,3888,63267849
20400,3873,118665796
971104,3865,22974895
12100,3861,225914333
965900,3861,593019575
954504,3847,342281875
968100,3831,353235478
970701,3828,112492445
10100,3822,8014268
957400,3817,23031586
972002,3814,9024853
20201,3813,33432799
954802,3811,145273638
971500,3808,3387627
963400,3802,120900044
968000,3788,393354528
950202,3785,47250510
958300,3781,189846349
965100,3770,284629634
972105,3762,18171561
964200,3716,384685088
958200,3687,207953704
957100,3680,281450737
966100,3676,3734398
1901,3672,5411503
969500,3671,349202880
1902,3666,11014646
965500,3663,341199555
20202,3652,37053161
10706,3650,39957185
967200,3640,343125862
11200,3633,189045897
956700,3617,134474129
11400,3612,257071332
4900,3589,19799432
950300,3575,230182939
966200,3566,94096718
21201,3557,22807900
963701,3555,183135234
30604,3545,11497830
967600,3537,465467062
2902,3536,92401622
963000,3526,36051561
31600,3503,75193702
970800,3499,36563529
13200,3494,46714730
965800,3492,77792359
950200,3479,806695869
956200,3478,64157336
971203,3468,60021222
955500,3465,171297283
1800,3444,2813570
21400,3439,10168890
962100,3425,199336836
20607,3423,3292503
957700,3416,167185738
965600,3408,39292909
962300,3393,324562656
955800,3386,375183106
968500,3379,264026919
10401,3372,9431655
958502,3346,148826062
30502,3341,30838005
957500,3341,125400858
957200,3323,177018827
10902,3323,7327517
961900,3322,257167662
961800,3305,53332331
2000,3273,2741666
963802,3263,255562368
968602,3259,301606255
21200,3256,42704572
2100,3252,10781138
21300,3233,4562907
955401,3232,111933527
950700,3229,219284548
30500,3225,464080064
31000,3224,7498230
956400,3224,186441782
962700,3220,414574532
31200,3216,6201114
957900,3195,302919376
21001,3190,100196133
10402,3169,13243734
20700,3167,184962391
30100,3162,2654946
964400,3151,166732595
950500,3132,256259196
11402,3131,98530850
10701,3127,168059159
950401,3127,301655082
20609,3123,52146620
954801,3119,62746752
10704,3102,83133830
971204,3098,62497270
955700,3098,172899520
970500,3093,625103863
966700,3077,2729588
971001,3074,135628229
30101,3072,363340368
20200,3046,2769321
10300,3044,35580358
967500,3040,13315474
957600,3020,186194814
962600,3009,308679073
969400,2986,707357989
30400,2983,2692950
957300,2971,135644086
500,2936,656090
10104,2934,36961395
950102,2932,622244515
958000,2908,350590109
966900,2896,17644070
955402,2886,131593947
968202,2885,184111910
10103,2884,49461449
10901,2884,1141657
20604,2884,2682531
958800,2876,107531152
10601,2864,1621957
963500,2850,103901567
21000,2827,334351888
956102,2810,35766747
2400,2794,176515290
1002,2789,30210263
968301,2777,93226441
972701,2770,18793718
11601,2769,2946535
11301,2768,102218059
21100,2766,324011712
32000,2762,77142207
31300,2761,78381777
13500,2752,1344314
11401,2740,34986930
20300,2733,3737160
965400,2719,177916957
972401,2718,2172043
1300,2713,857005
200,2709,7833492
970101,2708,336652923
972505,2705,5334518
966300,2703,900031849
30200,2702,4291352
967400,2696,27861113
956104,2684,111360738
970201,2670,23292712
958501,2666,197957701
950100,2664,549016515
21800,2642,237956195
701,2613,2118392
962500,2611,207989364
1200,2606,1076914
954901,2589,228337963
31103,2578,4508418
13300,2543,4694534
964500,2543,220938069
968302,2539,181588254
970202,2535,363635484
953800,2495,153822268
972203,2488,46340118
300,2485,1710315
955101,2456,140633639
962400,2440,638096830
972204,2438,26881385
950201,2437,215201783
962800,2428,291191094
21202,2422,35812219
10602,2416,16600809
31104,2399,34362647
968201,2392,245556823
970900,2385,190262182
13002,2384,7571898
964900,2379,88188240
968401,2366,138144062
970702,2356,42353583
1400,2352,1064925
31900,2335,4450485
30601,2334,14059041
31700,2324,54525451
31100,2321,60203489
2800,2319,218010590
400,2308,2017038
10804,2283,108738623
30802,2282,72482793
31402,2263,20126000
3000,2255,157149277
31400,2252,116622064
13800,2251,7436816
965300,2229,531464831
962901,2221,306473080
2600,2208,1786626
700,2196,1106403
21601,2178,56592957
10705,2178,140544697
20601,2177,8035137
31800,2175,55838551
30700,2158,66500849
10801,2156,38751576
1900,2153,1976395
12302,2138,65200309
10200,2126,967827
21002,2124,42007405
970200,2122,289445092
30102,2122,238860710
970102,2119,277704999
30801,2112,30078251
13701,2108,29787753
13001,2094,1486238
956900,2091,26803035
960300,2090,641751299
1500,2084,1338944
1000,2083,2072350
21602,2056,70223527
964101,2055,172998906
956500,2052,110367287
958400,2046,20036083
10102,2040,17796127
30300,2035,6777503
30603,2001,20291947
13400,1993,1369081
31401,1988,1509443
102,1975,2578583
971103,1973,8374324
5100,1963,1426056
953900,1957,188049807
5200,1956,2197347
972601,1950,22001927
958100,1948,232107932
962902,1946,194251332
800,1943,1023693
954000,1930,109535098
968601,1924,119858265
971002,1921,75995539
950702,1908,170835857
10700,1907,156763825
1100,1888,984197
967800,1876,68676494
21700,1872,26384979
958600,1861,151466645
960201,1835,493212644
965200,1814,375938256
10900,1800,1331305
20600,1782,179861966
954501,1721,161932495
950101,1706,4295743
962000,1686,353318567
970600,1636,577529195
20102,1627,64949524
10204,1620,2731155
960202,1620,461139876
101,1617,2021523
1700,1608,2023273
20500,1606,10859390
10501,1590,2459901
968402,1572,130514632
958700,1546,275349666
702,1528,1328688
954200,1527,219123079
964103,1513,107764066
900,1509,1472279
10400,1509,9148660
10101,1471,255897
980000,1440,757903
970400,1414,600127240
20702,1384,2177503
902,1383,2987341
901,1381,2410912
801,1347,1711734
100,1303,1656347
30501,1293,18258059
31500,1270,91650663
600,1234,910135
12900,1234,2915199
30800,1225,40669994
960102,1168,532095880
960101,1156,307007043
1600,1084,612254
964102,1063,16842132
20100,1051,659636
2700,996,1112281
953600,879,74443665
