TRACT,POP100,AREALAND
30503,12020,96622846
30308,11630,21333433
920308,10880,78454468
130302,9344,11977959
50617,9207,18143410
130607,9066,7704708
130410,8922,11685480
120108,8799,18193543
31004,8711,4166468
920307,8631,154548567
150300,8586,153274396
130603,8449,15336899
21114,8315,34610656
50744,8279,17797257
180501,8269,26708900
70313,8097,22557988
30301,7951,71670633
40410,7889,21765027
130406,7808,7129280
170503,7795,70821175
40421,7666,10809322
140210,7628,14063863
90807,7593,8982009
170408,7537,29539912
40420,7536,7404226
30602,7532,15965370
920303,7522,9166620
110400,7494,33720270
120110,7492,21244874
50746,7471,8350717
30100,7465,145113407
170200,7444,38323131
40631,7439,12749372
170405,7418,19615263
170307,7414,7329949
402,7400,2216602
30312,7364,16812850
170502,7343,79167064
50631,7340,8835060
120105,7318,24571112
100600,7269,29097414
100903,7253,17215858
170501,7251,104232813
30345,7193,4281259
40609,7187,9303784
20601,7186,68898390
10111,7131,67376348
120107,7109,11805943
960902,7067,36656197
50738,7058,9203530
50116,7036,10104156
10811,7026,28574938
1002,7010,1764444
120302,6999,131303002
130305,6994,9988735
140404,6969,13789100
50400,6943,114491903
21115,6938,25368073
120111,6925,45230142
30248,6922,6806089
130609,6898,6811203
10526,6894,14567449
31114,6880,2815966
50200,6875,97900598
180402,6840,41680560
170304,6830,29573612
160500,6830,32319919
130304,6811,12454512
50536,6810,7574651
90402,6801,39224566
21108,6793,13215395
140501,6778,71525175
70310,6725,14392581
20403,6711,34267515
910101,6708,16634288
130307,6706,12218200
30307,6697,11567871
130204,6673,17043598
30402,6667,21551766
90202,6655,181948404
90303,6645,44841085
180401,6640,54928511
10206,6605,52516558
130608,6573,8660788
50101,6562,120853745
91009,6559,5559588
23315,6559,23306120
120607,6535,16526981
91007,6534,8733106
80509,6531,8634512
23437,6527,10107890
120109,6525,15757806
50243,6524,7624451
1607,6524,14580192
130610,6518,10366116
130205,6516,16793346
120401,6484,121812660
130613,6457,8059430
10208,6453,10764136
30202,6444,36846774
180503,6441,23048515
21123,6419,6327604
30405,6414,4004930
1400,6408,157422356
90808,6407,14843580
120505,6393,13937926
70503,6384,25090750
50619,6381,19400284
140203,6367,26207399
1202,6366,47673962
140304,6355,13790418
30912,6353,5203822
31409,6348,13498221
170603,6337,31800007
50121,6334,6661431
21402,6334,47210337
23214,6326,6542127
50634,6306,6503060
50427,6296,7328733
130400,6291,14008906
10529,6290,9427527
50623,6280,22068996
10702,6276,25390715
170303,6274,59292784
180302,6255,29951588
110302,6245,52369336
40409,6243,3735987
30331,6243,6302660
30505,6234,5226062
100301,6229,22562090
50628,6223,8929938
40606,6221,24144779
10703,6218,8505811
90603,6216,23016643
80407,6207,16060421
50725,6202,4915914
23506,6170,5360667
11510,6164,11995396
30603,6162,5789570
406,6160,31134611
20108,6152,10731810
50719,6149,5889873
10405,6146,13533247
23425,6142,5001823
50113,6131,12272180
30300,6124,60118590
90909,6120,4668427
70322,6114,6058281
100101,6112,67820051
21210,6109,6303364
21125,6099,5082329
100902,6097,12838880
960601,6093,16888502
130301,6081,20631633
21306,6076,5275570
30413,6069,1441816
120402,6067,83143084
910600,6061,32614127
40419,6061,3731208
50530,6057,3548253
50732,6052,8113991
10101,6051,1197870844
50539,6035,2334592
23327,6024,2629091
90906,6022,9100452
50425,6019,7050149
480400,6010,784373849
70505,6005,24925576
120605,5998,29957162
130202,5997,15292051
31118,5993,5065712
31506,5991,9308896
100801,5982,71164655
120603,5982,15113035
50762,5971,7988620
70119,5968,6602380
10404,5961,16013601
50235,5961,5428416
910202,5944,23502524
140104,5940,28088994
150800,5939,12076152
100504,5939,3194848
30203,5938,6903606
50571,5931,5915433
10133,5923,3557837
21124,5922,6687609
91104,5916,14253586
10807,5908,34468876
80506,5903,18380433
170801,5900,138927645
110506,5891,34047306
80508,5888,6481345
40623,5873,3386998
91101,5872,13900077
100904,5871,38399972
960206,5870,61347997
21120,5869,6465785
50223,5858,5047211
10527,5847,8378014
70201,5843,225462327
21910,5841,3691407
110701,5830,135126572
30105,5828,5690088
161000,5828,83042625
80515,5824,11262562
91001,5810,8892371
50736,5807,9173621
90505,5803,24270775
400,5799,7270228
11419,5798,6838658
31316,5793,6438016
10308,5787,13430108
23422,5786,9025827
50315,5786,2747057
90301,5785,10569242
140204,5785,41108575
10212,5782,3259380
140403,5777,15657589
21227,5766,2372894
10507,5765,6856705
31112,5763,4085378
80405,5755,63633719
23213,5754,5066050
50556,5754,2114981
30306,5747,11593589
50302,5743,147795245
